ID,Payoff
5fb1ed28e6d35874d598b740,0.5
653913d2a261d24c68370845,0.6
6459b8128544c7f22edba161,0.8
60fdde0a68c4749b14067099,0.9
5d62dd02d556f20015807921,0.7
6339d248a31798529a8cf2e4,0.1
5f3e31e2769ffb267b9d1a24,0.1
5e98ae20be425f0e61330c39,0.4
60ecb502739c4b998218da12,0.2
614e16566e663a5e419d606d,0.2
57db16a1a4e40600014e9040,0.2
62029a39ef1cb18a1337c5e3,0.2
5686e598369319000b268e63,0.7
65047b2a7db823fd627efad7,0.4
63316daa57747115376760da,0.1
549b8ef4fdf99b4ffa5fa0c9,0.7
5dc36b196c76b327ca120b23,0.1
6543b1167662671a4c6be61c,0.1
5e89533c4d3d675e800bfc7c,0.1
62a2832342dd3f99e7cd6822,0.7
57a8abb3dcff7d0001c7d5a3,0.1
5f8adfc098514819aa26381f,0.1
654910750fecaf3485187277,0.7
627e9c9eeda3f513a8c6c548,0.3
60ebbdd7a4f2acdb9a9769e5,0.1
5e3461bd8ec4fc0230fef43a,0.1
60fe04ef652fd1fafaa4ae50,0.1
5b48a9e14acd54000132a67f,0.7
5cacd539c8e337001dbf3bd1,0.1
63e5d5659b749252fc596333,0.8
5962ceff8474920001bd266e,0.3
628eab48a8c8dc1ecec338dd,0.3
63fad8b20e532757a496f7f5,0.3
63d13b2074bde4460ac2df59,0.3
60fe47b274576eb477b06e6d,0.1
5e7e94f6279cb0000a027185,0.1
5858610a7ac7900001733bb2,0.1
5be2f3db4616da00010def19,0.7
6014213c77aab7396ca3e5a7,0.1
5a79f14a8fe2dc00010593eb,0.1
55affaf6fdf99b511b4fce1a,0.1
63d9e6b07d98353f362f023f,0.1
636330b7f97a8198974a367f,0.7
6442e3ecb13f307b6ae70217,0.4
5ab983a39534ba0001c6c342,0.1
64136140e1cce438bf993257,0.7
5e84c817507cd3066a527e5e,0.1
5e3b759740e302397f294a2d,0.6
5bef87523d79ff0001275154,0.4
